,M.2H.A,M.2H.B,M.2H.LPS,M.2H.CON,M.10H.A,M.10H.B,M.10H.LPS,M.10H.CON
D3Z645,1.08954000133333,1.06174346133333,1.00498929566667,1.090672149,0.885694749333333,0.868057999,0.974234511333333,0.984362223
G3X9L6,1.09352984333333,1.07867891466667,1.03527091233333,1.140863508,0.857181695333333,0.866140390333333,0.903192686333333,0.915994255333333
P70296,1.05399302266667,0.999077033,0.989359286333333,1.00355360233333,0.945861031666667,0.965152481666667,1.030416893,0.987608795333333
P51150,0.972992566,0.979391200666667,1.00853826133333,0.980926734333333,1.04581729233333,1.01072000666667,1.00383910266667,0.973101141
Q3UGS0,0.585895292333333,1.34747739433333,4.058418351,0.623495556666667,0.520849532666667,0.642378324,0.534305926666667,0.463172550333333
P56480,1.02398502266667,1.047173447,1.032639,1.04324360866667,0.963637136333333,0.984400715666667,0.969614926,0.943232368
P17182,0.977429945,0.966674115333333,0.972020664666667,1.02382378866667,1.03568929133333,1.01228290166667,1.014449456,1.04082849333333
P10107,1.03246859433333,1.02582671266667,1.01007823866667,1.035505777,0.96965488,0.974622007333333,1.01652161166667,0.947572687
Q64433,1.01153950633333,0.989677187,0.975423385,1.08842615766667,0.984205277333333,0.944132050333333,0.983763693666667,1.05152287633333
Q3UDR2,0.982311954333333,0.965412245,0.956848555666667,1.031984228,1.00739820833333,0.981494235333333,1.03542038033333,1.064352577
O35639,0.959280307666667,0.994109492333333,0.979981571666667,0.980190963333333,0.999594761,1.066212825,1.03743390533333,1.02919812633333
A0A0R4J1L2,1.05802119,0.847392262333333,1.01191896433333,0.840853386666667,1.01767420066667,1.16188912866667,1.05770224,0.98290586
P11440,1.03093671566667,1.03751005433333,1.00619904466667,1.05057925966667,0.942404786666667,0.901296265666667,0.911320756333333,0.992070007333333
P62245,1.030436406,1.002733851,1.02179671966667,1.04739630766667,0.960679715,0.992874981666667,0.985264598,0.991225938
P40142,1.02106800533333,0.990103562333333,0.993034198333333,1.053067012,0.976331581666667,0.972466323333333,1.006234426,1.02444001433333
P62962,0.963046811666667,0.963027226666667,0.97333098,1.022163624,1.04365682433333,1.02663969966667,1.02299793733333,1.02712635766667
Q3UBP6,0.859620414333333,0.718631865666667,0.830043792,0.88777832,1.24666225333333,1.64138832066667,1.19316084866667,1.04845523333333
Q8BGS2,1.088864453,1.06202477033333,1.01516374466667,1.06961363233333,0.902086760666667,0.920692904,1.00813573366667,0.970180710666667
Q61598,0.980958079666667,0.989489304,0.964208462,1.03108324233333,0.973789207666667,0.981002642666667,0.999942448,1.03916172033333
Q99LX0,0.987187513,0.986293624,1.059617231,0.998205076,1.05379439433333,1.03993423266667,0.976608630666667,0.940454939333333
P99024,0.986214584333333,0.976320953,0.985844067,1.03162230533333,1.025023364,1.017932102,0.973782690666667,1.05192407166667
P00493,1.040033656,1.00753017133333,0.966447593666667,1.08047136033333,0.984389450666667,0.970564522333333,1.00158530333333,1.04167339733333
Q9WVA4,0.951163693,0.959208263,0.970511622333333,1.015004903,1.054879035,1.090090748,1.03501309366667,1.00754844766667
Q64674,0.943103135666667,0.962193659,0.983925916666667,0.934821465666667,1.04692464566667,1.02660074966667,1.021302702,1.008855055
P68372,0.984348381333333,0.941426945666667,0.941974183,1.048194385,1.05425516633333,1.015248158,1.01919228866667,1.067105303
P68037,1.01523020266667,0.979438036333333,1.006541896,1.03812978366667,0.930977031333333,0.996181545,1.02716702166667,1.00265083666667
Q3TIH9,1.00008070033333,0.983324253,0.974156404,1.028654784,0.942905158666667,1.06576257433333,1.02277294233333,0.989329387333333
Q9D819,0.963037485,0.940602845666667,0.887546601,0.978324371,1.044516303,1.01710577366667,1.074782985,1.11767801166667
O35900,0.978570846666667,1.00508363266667,0.978164519,1.08319703166667,1.01049529766667,0.914056504666667,0.951607345666667,1.009305224
Q05816,0.943005395666667,0.969732868666667,0.936331162666667,0.918775404,1.04026337466667,1.12126464466667,1.032602031,0.985321991
S4R1W1,0.993368774666667,1.00196939666667,0.943459585,1.04678125733333,0.995538995,0.973568933666667,1.00288916,1.05456718566667
P27773,0.999049599,0.988735342,0.982393873333333,1.03431379766667,0.996605407,0.989460985666667,1.002867556,1.041366873
P09411,0.987293040666667,0.992751303,0.956570792,1.02497150366667,1.01216592066667,0.990871175333333,1.02064253233333,1.02155745033333
P62259,0.943036311333333,0.959956754666667,1.01001040133333,0.964358511333333,1.058883664,1.06537371433333,1.04397232366667,1.03469163866667
P51859,1.07290289733333,0.996646177666667,0.915484032,1.04317874666667,0.912483023,0.941429156333333,1.03082113866667,1.04633691066667
Q9DB05,1.02890324,1.03592791433333,0.998485715,1.02857482233333,0.982594998666667,0.979363894,0.990420126333333,0.991872955333333
Q9CPW4,0.984618149666667,0.942925572333333,1.02098161666667,1.00731307933333,1.04593322,1.02157122133333,0.968821672333333,1.02062668
Q3UC32,0.956816628,0.937838385666667,1.09052074333333,1.015423222,1.04396005466667,1.08048629333333,0.999655232,0.967710945
P84078,1.15209241166667,0.861234151,1.06342816066667,1.03790035833333,1.00417700866667,1.01648712533333,0.972442134666667,0.991599776666667
P60335,0.904894357666667,0.910848043333333,0.978233455,0.951394289666667,1.09346774733333,1.120277664,1.065886909,1.05775211866667
Q06185,1.03792294166667,1.016372467,1.059370167,1.04660628433333,0.973917541,0.948503896333333,0.916027341666667,0.960878859333333
Q9D1L9,1.03944727266667,1.05668412166667,1.02596108466667,0.927455310333333,0.942707791666667,0.993421866666667,0.982640551666667,0.996143289666667
Q543K9,0.921482813,0.935148903666667,0.939800696666667,0.904605226,1.072988076,1.112038854,1.156783247,0.965087810666667
P14211,0.992879037333333,0.992457238,0.973068537333333,1.064361849,1.011715369,0.971484989666667,0.983333851333333,1.05051003266667
Q3U2G2,0.973049049333333,0.991294933333333,0.999440012666667,0.991357444666667,1.014221618,1.018889688,1.01950664966667,0.992486513333333
P62082,0.971864474333333,0.962690931,0.963169125,1.048507663,1.00757665166667,1.03976941033333,0.991694606333333,1.05967032366667
P68040,0.981929453666667,0.98114069,0.980202018,1.005175573,1.02069628866667,1.00042528033333,1.04185266633333,0.999537570333333
Q9Z1Z2,1.00762050166667,0.992617108,0.987751397666667,0.961439963,0.990151471,1.02921638933333,1.017772995,1.04645381066667
P42932,1.09966489,1.10468768733333,0.964771612666667,1.122546637,0.894105377,0.853934414666667,0.885053035666667,0.926728540333333
Q3UKQ2,0.953969245,0.944244547,1.03294459533333,0.983920263666667,1.05690598166667,1.042359793,1.039646829,1.080314786
Q3TWJ4,0.985833041333333,0.993691592666667,1.01913011633333,1.03006651433333,0.995943211666667,0.979146417666667,0.963186039666667,1.028841643
Q80T06,1.03652739366667,0.883324107333333,1.067918119,0.926284761,1.07360435766667,1.066525758,1.057346464,0.930958315333333
Q9CQ43,1.00295005466667,1.06619010966667,0.982178282333333,0.984087324333333,0.965733710666667,1.05445425933333,0.952408318,0.994420295
P97351,0.973450493,0.983094080666667,0.980292087,1.00689534466667,1.04455542933333,1.01854563766667,1.04267543266667,1.01634289966667
Q9R1P4,1.02851898966667,1.02689827633333,0.993046229,1.05702296933333,0.959520448666667,0.968621898666667,0.975681889666667,0.999512887333333
Q01853,1.00049560666667,0.986060351333333,0.991902892,1.02524005466667,0.989599386666667,0.999351549333333,1.01682923733333,1.00560974066667
Q9DB20,0.990264080666667,1.037574503,1.02032540833333,1.085430503,0.978511913666667,0.962586349,0.975081411,0.962479189333333
A0A087WQE6,0.954097658666667,1.03601140733333,1.02349014166667,0.963314111333333,1.02374411333333,1.05090500133333,1.003421886,1.052999059
Q7TMI0,1.00708927966667,0.986891003666667,0.968100087333333,1.03845258666667,1.02899265233333,0.960878432,1.013493754,1.03181466833333
Q9DAS9,0.994926220333333,1.01811569733333,1.030292413,1.03973523633333,0.932507056666667,1.05994606266667,0.917979126333333,0.985742533333333
Q9QZD9,0.975539333333333,0.924605777,0.945088068333333,1.028938352,1.03918605833333,0.980225987,1.03520274133333,1.086759028
Q99JI6,1.02235704033333,1.101305824,1.00007351866667,1.05530462066667,0.978003326,0.867636435,0.974196528333333,0.959796107333333
Q9R1T2,0.97009877,0.952414827666667,0.967748247,0.984982837666667,1.021040753,0.988255083,1.01438000733333,1.094527495
Q3UM23,1.01242067033333,1.04852820633333,1.029389635,1.01584082233333,0.997414626,0.988127737666667,0.984162542,0.990741968666667
Q9R0P3,1.03776801666667,0.991947366333333,1.06072509966667,1.024543927,0.966596747,0.976404628,0.983062599,0.938731262333333
Q921M7,0.917018385666667,0.971548987666667,0.961419785,0.955954902666667,1.12414739666667,1.20029519166667,1.02961639133333,1.00464494533333
P62270,1.034333526,1.003617842,0.981115582333333,1.033301806,0.963549825,0.967175594,0.991178618,0.979657646333333
P10854,0.783177378,0.694173002666667,0.765529231,1.05527525366667,1.04255907266667,1.32818771233333,1.03120561566667,1.28489110766667
O35129,1.00682551633333,1.01336981433333,1.012734829,1.03964854266667,0.993359819666667,0.988268143,0.966974358,0.974989047
P48962,0.946779577333333,0.911160913666667,1.01017580933333,1.030296135,1.02582135366667,1.005727198,1.007794856,1.034254605
A0A0N4SVB8,1.118352268,1.03433894466667,0.990674639666667,1.10553163966667,0.906662798,0.908160307,0.952241412333333,0.888976456
P08249,1.02947723733333,1.03958660333333,1.00675469233333,1.07252225633333,0.946208096333333,0.969461430333333,0.955918866333333,0.988024267333333
Q05BN2,0.990904274,0.96058412,0.956365064666667,1.07072719166667,1.02502214166667,0.953968100666667,1.01304335433333,1.00351444933333
A2BE93,0.976470405,0.949976553666667,0.961793696,1.04438204833333,1.00062216033333,1.02162684866667,1.03780778933333,1.08019029966667
P16045,1.00197151933333,0.971840242333333,0.969206692333333,1.07561188833333,1.01400211066667,0.980408704333333,1.01117117966667,1.017583896
P35979,0.959910888,0.948632580333333,0.861227873333333,0.937629218333333,1.12260820733333,0.995486567,1.043652602,1.216193764
P05213,1.248368849,1.259735611,1.06775055033333,1.27119081066667,0.746973303,0.683363864,0.743700773333333,0.776009008333333
P54227,1.00998723766667,1.02582143066667,0.991624879,1.015430644,0.977250579333333,0.972985771333333,0.939693642,0.981207924
Q8C2K0,0.988606826333333,0.937843962666667,0.952646739,0.962676572666667,1.02811126533333,1.088602104,1.07312499366667,1.10840602966667
Q3TF87,0.976197610666667,0.992086302333333,0.990913421666667,1.006280767,1.02593631433333,1.01216154633333,0.996404095666667,1.00374707333333
P68373,1.12632609633333,1.12579552333333,0.800091425,1.219301105,0.813849873666667,0.820715342666667,1.05247844733333,1.05855679766667
Q9D8D6,0.972780714333333,1.05629441433333,0.989248266333333,1.05953243466667,0.995468018,1.03443390166667,1.06792638766667,0.905955362
O89054,0.867415971666667,0.908766565666667,0.930359356,0.898129950333333,1.01191909866667,1.029090067,1.24219772633333,1.04777131633333
Q9WVJ2,0.977336707666667,0.949620194666667,0.970123672666667,0.996316061666667,1.04391025733333,1.02054732166667,1.031558846,1.041361405
O70251,0.962954722,0.898361929,0.921610272666667,1.02857525366667,1.048113363,1.050734454,1.08782485566667,1.08347522566667
Q9JMA1,0.992292023666667,0.999516577666667,0.987322439666667,1.016823559,1.01643119033333,1.01572100666667,1.00585007933333,1.01587690666667
Q9CQX2,0.973824589333333,1.01269263366667,0.966696322333333,1.022203969,0.983014657666667,1.14855184433333,1.02432359,0.99118519
Q04447,1.042347396,1.06391158966667,1.02091200133333,1.00191693933333,0.978318871666667,0.986745018333333,0.950975954333333,0.98399327
Q9Z1Q5,0.944343846666667,0.983444096,0.957114537333333,0.998494747,1.04590487966667,1.02618995133333,1.036629289,1.06339708233333
P00375,1.01972367466667,1.01101187866667,0.988999326333333,1.046304151,0.996494355333333,0.993164479666667,0.94155878,1.019603883
Q08619,0.637203137666667,0.694385479333333,0.662650210666667,0.569284742666667,1.26627400466667,1.52886129766667,2.125654934,0.753893036333333
Q9CPX4,1.060109435,1.07277842066667,0.997959904666667,1.05536275133333,0.915724770666667,0.922378794,0.903623390666667,0.950082435666667
D3YTQ9,1.15236080666667,1.13816240566667,0.944519606333333,1.03901163266667,0.990930012666667,0.924279828666667,0.914444768,0.922037363666667
Q9CY64,1.00530971133333,1.018818657,1.00088616433333,1.06206340833333,0.980119673,0.979652158333333,0.955731447333333,0.989420927666667
Q91VH6,1.10498539666667,1.09003194266667,1.04826139533333,1.092471524,0.910545575333333,0.869708767333333,0.891429328666667,0.958704372333333
Q9DCL9,1.00619564333333,0.980931640666667,0.982613260666667,1.05225187766667,0.994661002,1.03618056433333,0.949983276666667,1.04653639333333
Q5M9N6,1.040436438,0.991118274333333,0.983337920666667,1.066248108,1.073789952,0.916918227333333,0.963993510333333,0.992564559
Q9D6F9,1.14564945033333,1.10007705866667,1.04855788133333,1.14182573533333,0.841775037333333,0.837380681,0.927319579666667,0.940657276666667
P62918,0.99918431,1.00908604933333,1.00232808166667,1.01266480533333,1.03174933133333,1.01989425333333,1.003481112,0.999349982333333
P63101,0.956062860666667,0.940685045666667,0.937237788666667,1.00601213433333,1.02185707766667,1.031033983,1.06406257133333,1.09527229833333
Q921R2,0.992231497666667,0.985214879333333,1.03376449633333,0.990243235,1.05612824466667,1.14132291866667,1.00854599233333,0.944140885666667
Q9JIK5,0.988422958,0.962238619,0.953038551,0.996430981666667,1.031055982,1.012530255,1.03274187966667,1.028611364
P60122,1.01787657933333,0.979919412,1.00590995833333,1.03249554466667,1.00010815033333,0.996049819666667,1.01574358566667,1.01243509733333
Q3TRH3,0.965055276,0.950339369666667,0.953735119,0.983580197666667,1.03842914033333,1.03305617433333,1.04657901033333,1.04169046133333
A1L0U3,1.08522563433333,1.01670790666667,1.039504232,1.104206595,0.935924744333333,0.968870629666667,0.827752606666667,1.05307837966667
Q7TMM9,1.07569634666667,1.09825398566667,1.061793407,1.14104442966667,0.851159639333333,0.868020046666667,0.901246553333333,0.990222583333333
Q3UAS2,0.981674959666667,0.983328248,0.974303954333333,1.01058040466667,1.00161918166667,1.04125527633333,1.016585408,0.999714353333333
G5E850,0.970197358,1.113596899,1.03765141766667,1.012146236,0.999689583666667,0.981716412333333,1.02888379833333,1.002000145
P97807,1.05116902166667,1.06102716633333,0.998418544333333,1.06799264133333,0.973807886,0.928568205,0.930313595333333,0.998301217333333
Q9EPB4,1.00329062133333,0.951795848333333,0.996135026,0.984166909333333,0.967527724,1.01952846333333,1.03513686266667,1.004247801
P62196,0.984066397333333,0.989685663666667,0.981000851,1.01176653866667,1.01790826933333,0.976314417666667,1.02240267666667,1.02818947066667
Q8BSL7,1.09315952933333,0.947911290666667,0.956526963666667,0.929543102333333,1.13882638933333,0.924711552666667,1.02197844,1.064017437
Q9WV98,1.04138145933333,1.02830895233333,1.01378193266667,0.994332833333333,1.00646673333333,0.973633347333333,1.009352163,1.04957287133333
P51410,0.975502688333333,0.954577262,0.956633446333333,1.01008848933333,1.04847911133333,0.995056734333333,1.07437905133333,1.06116326066667
P62830,0.96994474,0.953671141666667,0.959579708666667,0.996282295,1.039839449,1.04392884833333,1.03003022333333,1.05104789133333
P84096,0.9228417,0.924933433,1.000901061,0.975171471666667,1.074081545,1.11777576933333,1.03817006666667,0.996770149333333
Q5M8M3,1.13729013566667,1.16162537166667,0.960275276,1.01145801,0.915371753333333,0.911888872666667,0.965708359666667,0.964859004333333
Q99PT1,0.996989657,1.01946356466667,0.957219665,1.03914988333333,0.967980476666667,0.951188598,1.03018849833333,1.00202936033333
Q9CWJ9,1.008764287,0.975697764666667,1.01466072466667,1.01113718233333,1.017491099,1.01160920133333,1.00259249333333,1.02113672066667
A0A068BFR3,0.949242259666667,0.951021666,0.983983807,0.981769487333333,1.0030862,1.03103919366667,1.06180760133333,1.009895103
Q922F4,1.00578096433333,1.00760521933333,1.03555109,1.00792476133333,0.958086443666667,0.992426957666667,0.913061695,0.942334265
P57780,1.01817080433333,1.00689559433333,0.981129493333333,1.01004449733333,1.00502336033333,0.991115683,1.000094405,1.018263629
P58252,1.13003642133333,1.12935015966667,1.04464583866667,1.105282678,0.818327985333333,0.875529702,0.921715056,0.93713901
Q9DBJ1,0.994421783666667,0.959058918,0.969838104666667,1.024908271,1.01874380566667,1.00109116966667,1.041495506,1.05559348266667
Q6IRU2,0.9197815,0.899896755333333,0.921245647666667,0.953868399666667,1.06235444166667,1.022403406,1.176955172,1.07836044566667
P08030,1.00199745466667,0.985059326333333,1.01411367266667,1.014014512,1.00881383,0.998675640333333,1.02393412466667,1.00442112266667
P80315,1.000336318,0.98606328,0.987132955666667,0.993810808,0.997376088333333,1.02186352433333,1.01912787866667,0.989877531333333
P59999,0.961200053666667,0.940948446666667,0.969046481333333,0.951497162,1.04574977466667,1.10944795566667,1.02711097966667,1.000941148
Q62426,1.04915987633333,0.999454025333333,0.987284339333333,1.09821540566667,0.95392919,0.890307039333333,1.04369436266667,0.993128852666667
G3UYV7,0.966373375333333,0.988695684,0.972306416333333,0.973476312,1.04961767966667,1.11044801966667,1.10457696333333,1.013211313
P97315,1.02474624266667,1.030874656,0.960081045666667,1.07105510033333,0.979014811333333,0.937503404333333,0.927959811333333,1.05944370933333
P46471,1.00336941433333,1.00772167466667,0.995482969666667,0.980702823666667,0.995786526333333,1.02391260933333,1.020035584,0.964633532333333
P05202,1.01562259033333,1.02290583233333,1.00979584133333,1.021212306,0.98440581,0.980338588,0.971665347,0.970365424666667
Q03265,1.018408187,1.04438689466667,1.027687322,1.043424453,0.967298859333333,1.00151131333333,0.973232296,0.962322909333333
P17918,1.010326807,1.02191100266667,0.992620222,1.04168552433333,0.988954704666667,1.05117260333333,0.900207088666667,1.01959588566667
P02301,0.796896436,0.705232806,0.927497792,0.986388461666667,1.05908503166667,1.15018402766667,1.08730947433333,1.34590267833333
B2RV77,0.887227085,0.891891246666667,0.864926150666667,0.923034074,1.052440311,1.13703838066667,1.46727565766667,1.01146841033333
P80318,1.01664722566667,1.09437643,0.958209736666667,1.071531872,0.863045751666667,0.802273673,0.892737196,1.001198898
D3Z0A2,1.00733879666667,0.979459096333333,0.983274800666667,1.03301553566667,0.999266002333333,0.968444625666667,1.00812854766667,1.00946241
Q3U8Y7,0.991823664333333,0.995389936333333,0.975401093,1.04592193466667,1.02748803633333,0.988621280333333,0.987017856333333,1.06758273733333
P48678,1.03550043366667,1.04581284533333,1.01266304333333,1.06412407733333,0.963339485333333,0.950143350666667,0.950066632333333,0.989577654
P62702,0.983770632666667,0.976063275,0.971909864,0.987030635,1.030439838,1.027979317,1.02707922633333,1.031025537
P24369,0.986492319,0.981267108666667,0.994860781,1.07488623333333,1.007921002,0.938234035,1.00819880933333,1.01133859466667
Q9CQI6,1.015408514,1.01628360633333,1.01379018633333,1.044634068,1.006677491,1.017178751,0.979901237666667,0.972282653666667
Q3U5H8,1.06514774533333,1.044054202,0.989386046666667,1.029414766,0.940399683333333,0.965619911666667,1.098781028,0.838936813333333
P31786,1.001469483,1.032551285,0.976524772,1.05315609266667,0.999075195,0.999603324666667,0.980960898333333,1.00407692433333
Q99N15,0.9896552,1.00472490333333,1.000779563,0.964189902,0.962502983666667,1.003306997,0.955532949666667,0.961540844333333
Q6A0D9,1.05567739066667,1.092721621,0.994315862,1.07386210466667,0.909238673,0.883625472666667,0.984789331333333,0.993248903
P20029,0.961278381666667,0.971033750666667,0.97889492,0.970507391,1.025023351,1.031422942,1.098792385,1.000478329
P80316,1.01219083133333,0.999831764,0.987482975666667,1.03978144066667,0.992844590666667,0.984541818666667,0.996725471,1.026244668
P07356,0.983021169333333,0.972851305666667,0.996932587666667,1.00236531833333,1.050839972,1.02179620266667,1.05074501,0.985490719
P84084,1.01452267666667,1.123781263,0.978571526,1.15506397133333,0.932897708666667,0.921761552333333,0.976584731333333,0.903957660666667
P61982,0.938950833333333,0.924623872,0.931565475,0.98984157,1.02340467533333,1.01673283966667,1.166675367,1.05698548766667
B2CY77,0.982813112666667,1.03543930833333,0.993856773,0.981598980666667,1.013861352,0.997847235666667,1.017029093,0.966708094
Q5RKP4,1.005845668,1.051251941,1.02218039433333,1.030783869,1.007151934,0.991745621333333,0.964297643,0.918236504666667
P68368,0.964766632333333,0.921285689333333,1.00095263633333,1.00561326033333,1.08519194733333,1.14021640333333,0.992638161666667,1.01464597066667
P61087,0.926183135333333,0.932040716333333,1.02963580633333,1.01731301133333,1.042147859,1.127441455,1.01337421566667,1.04456256066667
P30416,0.964983849666667,0.971874769,0.958763771333333,1.02467135933333,1.00231077533333,1.02194984066667,1.02136685466667,1.064080279
P62204,1.00649576333333,0.995656578333333,0.969757404333333,1.05473680966667,0.988418936333333,0.981748083666667,0.956739293666667,1.03587680266667
Q5U438,0.982488278333333,0.979317002666667,0.883684119,1.011305995,1.042533787,1.03040218766667,1.065095173,1.03270831966667
Q80YC2,0.862768916666667,0.838967537666667,0.903020830333333,0.713129771,1.14916172433333,1.496589657,1.36271403166667,1.10002807366667
P62983,0.979098097666667,1.04218649366667,1.019082828,1.06431174933333,0.983754326666667,1.01710207666667,0.954915760666667,0.926203816333333
P41105,0.951726707333333,0.827556894,0.884360131,0.921946635666667,1.130785869,1.13758029033333,1.11239585833333,1.09614087066667
P63085,0.977868972666667,0.990353355666667,1.02767251933333,1.028384656,1.01375224566667,0.954451746333333,1.031410824,0.98385679
Q3U8R9,0.964079977333333,0.986872624666667,1.00700881766667,1.01656909666667,1.014200862,1.04445764066667,1.01863477266667,1.00558672966667
Q8CGP0,0.830808548333333,1.15111412033333,3.01906393166667,0.573495333333333,0.79644912,0.910610324333333,0.709840678333333,0.739250568333333
Q91YN9,0.968338858666667,0.958213063,0.967903731666667,0.990265384,1.04308404866667,1.11477065466667,0.982740669333333,1.060617934
Q3UL78,0.841833089333333,1.06908941966667,0.964464138333333,0.775368157666667,1.13326822966667,1.28349441966667,0.992519040666667,1.01877745166667
P62317,0.994335063333333,1.001745904,0.975853609,1.04512262033333,1.05327483333333,0.945186358,0.991257444333333,1.040462806
G3UXZ5,0.949066142666667,0.868400332,0.972048949,0.916378366333333,1.06567789433333,1.04653574666667,1.07050653666667,1.107749964
Q32P00,1.01207470033333,0.997701461333333,0.981362414,1.03800470133333,1.00930264633333,0.990577593333333,0.917153379666667,1.07135495566667
Q9DBP5,1.03069386133333,0.991225173666667,0.968504162333333,1.06995021733333,0.940621719,0.975022118666667,1.01566036333333,1.07146385866667
D3YVN7,1.02616786266667,1.039117318,1.02200311466667,1.054798418,0.963839249,0.981778561666667,0.971109308,0.955763875666667
D6RI64,1.044286944,1.08268623933333,1.03705806133333,0.995104316666667,1.05356429166667,0.933420700333333,0.981378011333333,0.922326901333333
Q1HFZ0,1.00254927233333,1.007412163,0.992794051,0.991707685333333,0.997537834,0.996725085666667,1.00947158966667,1.005505873
Q9QUR6,0.990804729666667,1.007734875,0.989574479666667,1.008768386,1.034494827,1.001116872,0.983612723666667,0.999895221
Q3TN31,0.992819328666667,0.994953155333333,1.02392125133333,0.974993791333333,1.010851768,0.973591657333333,0.980618392,1.00020125466667
